Наименование аэропорта РФ;Год периода данных;Январь;Февраль;Март;Апрель;Май;Июнь;Июль;Август;Сентябрь;Октябрь;Ноябрь;Декабрь;Январь - Декабрь
Шахтерск;2 009;***;***;***;***;***;***;***;***;***;***;***;***;***
Шойна;2 009;***;***;***;***;***;***;***;***;***;***;***;***;***
Шушенское;2 009;***;***;***;***;***;***;***;***;***;***;***;***;***
Эгвекинот(Залив Креста);2 009;***;***;***;***;***;***;***;***;***;***;***;***;***
Экимчан;2 009;***;***;***;***;***;***;***;***;***;***;***;***;***
Элиста;2 009;***;***;***;***;***;***;***;***;***;***;***;***;***
Эссо;2 009;***;***;***;***;***;***;***;***;***;***;***;***;***
Южно-Курильск(Менделеево);2 009;***;***;***;***;***;***;***;***;***;***;***;***;***
Южно-Сахалинск(Хомутово);2 009;730,6;825,2;775,4;792,6;639,7;746,1;947,1;1494,9;1808,8;1698,2;1421,5;1547,6;13427,7
Якутск;2 009;456,1;536,53;642,01;635,2;752,1;903,2;801,6;818;932;1206,8;1273,45;2001,1;10958,09
Якутск(Маган);2 009;***;***;***;***;***;***;***;***;***;***;***;***;***
Ямбург;2 009;2,31;5,15;3,64;4,38;6,43;6,69;8,58;4,34;11,14;21,22;9,94;9,31;93,13
Ярославль(Туношна);2 009;728,5;754,9;844,5;758,7;364,4;376,2;344,1;580,6;891,2;884,7;1110,5;1309,8;8948,1
Ярцево;2 009;***;***;***;***;***;***;***;***;***;***;***;***;***
Абакан;2 008;65,6;69;75,2;68,8;158,7;99,6;88,1;77,3;75,4;90,3;67,2;51,3;986,5
Айхал;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Алдан;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Амдерма;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Анадырь;2 008;176;224;165;544;261;201;145;120;206;122;311;174;2649
Анапа(Витязево);2 008;15,9;22,63;26,55;29,04;47,75;125,19;119,32;91,69;63,86;32,44;24,63;41,18;640,18
Антипаюта;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Апатиты(Хибины);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Архангельск(Васьково);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Архангельск(Талаги);2 008;397,1;623,4;501,1;530,5;518;476,9;366,2;242,3;237;331,9;360,5;677,3;5262,2
Астрахань(Нариманово);2 008;28,18;37,98;58,1;48,26;35,77;11,1;36,67;45,66;41,75;46,74;31,99;38,01;460,21
Ачинск;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Аян;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Багдарин;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Байкит;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Барнаул(Имени Г.С.Титова);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Батагай;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Белая Гора;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Белгород;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Белоярский;2 008;21,9;24,7;17,5;44;110,1;108,6;146;149,4;146,4;165,3;116,3;118,3;1168,5
Белушье;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Березово;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
"Беринговский(Филиал ФКП ""А/П Чукотки"")";2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Бийск;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Благовещенск;2 008;117,5;157,1;181,4;190,1;210,5;234,5;232,2;234,8;226,8;160,2;98,7;105,3;2149,1
Бованенково;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Богородское;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Богучаны;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Бодайбо;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Братск;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Брянск;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Бугульма;2 008;0,91;0,97;0,96;1,1;1,43;1,79;3,68;2,65;1,49;1,85;0,83;1,18;18,84
Буревестник;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Ванавара;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Варандей;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Верхневилюйск;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Вижас;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Вилюйск;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Витим;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Владивосток(Кневичи);2 008;909,9;1226,5;1866;2023,3;1695,3;1439,1;1518,6;1333,8;1553,5;1920,5;1662;1453,3;18601,8
Владикавказ(Беслан);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Владимир;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Волгоград(Гумрак);2 008;52;84;76;85;95;105;97;103;98;117;124;173;1209
Вологда;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Волоковая;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Воркута;2 008;17,98;16,6;21,03;31,15;20,35;36,52;57,59;41,43;26,92;47,58;98,35;77,3;492,8
Воронеж(Чертовицкое);2 008;9,59;12,09;13,35;16,65;15,85;16,15;16,3;24,11;18,08;30,15;19,47;18,71;210,5
Вуктыл;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Геленджик;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Горно-Алтайск;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Грозный(Северный);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Гыда;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Дальнереченск;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Депутатский;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Диксон;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Дудинка;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Ейск;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Екатеринбург(Кольцово);2 008;842,47;1399,93;1475,02;1500,04;1198,13;1170,55;1259,02;1529,92;1607,02;1827,9;1431,75;1442,97;16684,72
Екатеринбург(Уктус);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Елизово(Авачинский);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Енисейск;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Ербогачен;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Жиганск;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Жуковский;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Залив Лаврентия(Лаврентия);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Зея;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Зональное;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Зырянка;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Иваново(Южный);2 008;0;0;0;0;0;0;0;0;0;0;0;0;0
Игарка;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Игрим;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Ижевск;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Ижма;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Индига;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Инта;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Йошкар-Ола;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Иркутск;2 008;889;1090;1102;1641;1663;1177;1299;1225;1278;1289;1148;1218;15019
Кавалерово;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Казань;2 008;262,93;308,26;180,79;156,63;147,74;138,26;188,66;315,07;315,07;245,71;254,09;211,37;2724,58
Казачинское(Казачинск);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Калининград(Храброво);2 008;258,03;335,41;360,15;382,71;367,43;319,87;366,74;354,83;360,98;401,31;347,84;394,84;4250,14
Калуга;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Каратайка;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Каргасок;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Кедровый;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Кемерово;2 008;87,9;132,51;146,13;132,63;137,81;140,93;128,6;143,43;141,48;165,95;146,2;140,6;1644,17
Кепервеем;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Киренск;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Киров;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Когалым;2 008;10,5;812,2;533,9;519,9;444,4;269,6;109,2;278,2;442,5;453,1;437,8;658,6;4969,9
Кодинск;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Колпашево;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Комсомольск-на-Амуре;2 008;118,6;164,3;105,3;177,4;89,02;103,8;37,2;102,2;81;6,8;4,1;0,3;990,02
Кондинское;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Коряки(Корякский);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Кострома;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Коткино;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Котлас;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Краснодар(Пашковский);2 008;373;529;537;667;814;818;669;636;634;610;533;602;7422
Красноселькуп;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Красноярск(Емельяново);2 008;1099,95;1600,86;1664,3;1951,59;1693;1859,33;1805,97;1790,78;1536,33;1259,75;1033,55;1187,61;18483,02
Красноярск(Черемшанка);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Курган;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Курильск(Ясный);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Курск(Восточный);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Кызыл;2 008;3,1;2,86;2,39;5,73;14,49;24,8;20,49;24,98;20,6;10,58;1,31;1,93;133,26
Лабожское;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Ленск;2 008;42,3;88,2;55,4;127,7;147,3;121,3;100,43;111,8;50;80;79;67,6;1071,03
Лешуконское;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Липецк;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Магадан(Магадан-13);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Магадан(Сокол);2 008;134;285;281;312;312;328;356;303;261;200;125;145;3042
Магнитогорск;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Майкоп;2 008;0;0;0;0;0;0;0;0;0;0;0;0;0
Мама;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Манилы;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Марково;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Махачкала(Уйташ);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Междуреченский;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Мезень;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Мильково;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Минеральные Воды;2 008;126;131;108;98;113;182;175;179;201;220;174;136;1843
Мирный;2 008;1134;1360,2;1251,4;1706,7;3294,6;3535,8;3899,16;3228,7;3949,7;1944,1;3997,3;2229,2;31530,86
Москва(Быково);2 008;50,23;109,81;96,28;194,93;190,34;66,16;36,93;29,6;54,56;47,43;150,14;58,65;1085,06
Москва(Внуково);2 008;1301,87;1689,85;1798,85;1879,34;2772,88;2150,89;2126,73;2268,75;2278,63;2602,25;1960,22;2502,84;25333,1
Москва(Домодедово);2 008;7594,33;9975,31;11243,26;11837,18;11469,25;10656,89;11231,6;11959,62;11731,74;12247,91;9523,73;10166,2;129637,02
Москва(Остафьево);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Москва(Шереметьево);2 008;9946,3;12542,8;14409,4;14101;13771,5;13647;15111,3;15692,1;16753,6;17089,8;14942,7;12942,3;170949,8
Мотыгино;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Мурманск;2 008;76,8;96,2;180,3;100,1;109,6;92,5;128,4;114,3;102,8;137;86,7;139,3;1364
Мыс Шмидта;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Мыс-Каменный;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Надым;2 008;58,3;83,41;81,26;93,4;112,66;123,17;99,46;81,67;89,37;100,34;85,32;109,52;1117,88
Назрань(Магас/Слепцовская);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Нальчик;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Нарьян-Мар;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Нелькан;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Нерюнгри(Чульман);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Несь;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Нижнеангарск;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Нижневартовск;2 008;506,2;309,5;274,6;441,8;866,3;865;986,9;1107,2;983,7;966,1;502,4;519,6;8329,3
Нижнекамск(Бегишево);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Нижнеудинск;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Нижний Новгород(Стригино);2 008;49,62;47,33;90,67;61,51;97,77;62,19;62,37;62,85;75,76;88,12;56,63;87,33;842,15
Нижняя Пеша;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Николаевск-на-Амуре;2 008;77,91;204,36;92,4;113,87;92,08;56,95;62,92;65,73;71,5;49,4;37,32;65,7;990,14
Никольское;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Новокузнецк;2 008;57;79;85;95;86;92;96;114;117;90;129;96;1136
Новосибирск(Северный);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Новосибирск(Толмачево);2 008;1159,9;1416,8;1606,2;1683;2078,6;2068;1537,5;1634,4;1713,4;1837,3;1477,9;1611,8;19824,8
Новый Уренгой;2 008;173;201,6;210;227,9;277,9;266,9;260,2;261;267,7;256,2;218,5;222;2842,9
Ноглики;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Норильск;2 008;664,72;2194,91;2073,42;2222,26;2254,02;1692,55;1535,58;1254,95;1368,3;1766,74;1596,76;1788,47;20412,68
Норильск(Валек);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Ноябрьск;2 008;70,9;88,9;94,9;99,4;100,3;107,6;105,5;101,8;99,8;88,5;74,7;70,9;1103,2
Нюрба;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Нягань;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Озерная;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Олекминск;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Оленек;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Ома;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Омолон;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Омск(Центральный);2 008;207;293;293;286;308;273;296;309;285;292;288;270;3400
Омсукчан;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Орел(Южный);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Оренбург(Центральный);2 008;53,35;70,29;72,96;92,23;82,82;84,87;85,89;101,53;92,7;94,77;74,36;81,12;986,89
Орск;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Оссора;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Оха;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Охотск;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Палана;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Пахачи;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Певек;2 008;18;113;144;277;50;96;111;86;202;14;67;96;1274
Пенза;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Пермь(Бахаревка);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Пермь(Большое Савино);2 008;147,91;169,83;239,85;307,94;234,64;158,65;188,9;201,27;110,26;225,67;181,26;281,24;2447,42
Песчанка(остров Колгуев);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Петрозаводск(Бесовец);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Петрозаводск(Пески);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Петропавловск-Камчатский(Елизово);2 008;439,97;785,51;621,55;554,51;457,78;528,28;712,77;947,94;870,15;803,23;899,43;985,6;8606,72
Печора;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Пионерный;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Пластун;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Подкаменная Тунгуска;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Полины Осипенко;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Полярный;2 008;423,5;297,3;295,3;535,5;851,7;591,7;787,9;518,4;469,7;698,6;443,7;577,4;6490,7
Провидения(Провидения Бухта);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Псков(Кресты);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Рогачево(Амдерма-2);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Ростов-на-Дону;2 008;450,1;483;482,7;634,3;700,1;722,4;713;771,2;727,5;686,7;547,3;504,7;7423
Ростов-на-Дону(Платов);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Сабетта;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Саккырыр;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Салехард;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Самара(Курумоч);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Самара(Смышляевка);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Сангар;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Санкт-Петербург(Пулково);2 008;1354;1776;1799;2031;1898;2039;2191;1895;1984;2056;2033;2084;23140
Саранск;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Саратов(Центральный);2 008;27;36,7;39,2;43,9;43;45,6;47,6;46,8;47,8;54,3;38,1;48,6;518,6
Саскылах;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Светлогорск;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Северо-Енисейский;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Северо-Эвенск;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Сеймчан;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Симферополь;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Снопа;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Соболево;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Советская Гавань;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Советский;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Соловки;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Сочи;2 008;121;163;264;194;263;208;186;216;216;183;147;148;2309
Среднеколымск;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Ставрополь(Шпаковское);2 008;45;66;62;82;40;73;66;67;68;72;63;70;774
Старый Оскол;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Стрежевой;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Сунтар;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Сургут;2 008;241,8;368,9;404,8;376,9;439,6;462,2;408,7;385;419,6;391,5;330,4;383,8;4613,2
Сыктывкар;2 008;47,16;57,66;69,48;71,12;66,82;64,96;74,55;68,12;72,84;61,44;56,18;70,51;780,84
Таганрог(Южный);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Тазовский;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Таксимо;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Талакан;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Тамбов;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Тара;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Тарко-Сале;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Таштагол;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Тигиль;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Тикси;2 008;4,1;4,6;4,1;6,4;15;5,8;14,8;6,6;5,1;18,7;5,2;20,3;110,7
Тиличики;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Тобольск;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Толька;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Томск(Богашево);2 008;101;145;169;155;145;135;146;158;149;137;143;151;1734
Троицко-Печорск;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Тугур;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Тура(Горный);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Туруханск;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Тында;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Тюмень(Плеханово);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Тюмень(Рощино);2 008;298,5;430;498,9;388,2;468,8;367,3;408,9;533,5;410,2;453,8;428,7;466;5152,8
Удское;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Улан-Удэ(Мухино);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Ульяновск(Баратаевка);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Ульяновск(Восточный);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Урай;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Ургалан;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Уренгой;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Усинск;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Камчатск;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Кара;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Куйга;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Кут;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Мая;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Нера;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Хайрюзово;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Цильма;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Уфа;2 008;248,05;290,37;300,59;393,2;274,44;298,78;317,42;356,01;311,32;323,72;203,23;285,79;3602,92
Ухта;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Хабаровск(МВЛ);2 008;25,2;10,7;14,5;57,8;10,5;22,7;16,96;14,69;21,33;10,83;27;19,2;251,41
Хабаровск(Новый);2 008;918,94;1344,56;1502,89;1549,72;1336,41;1120,62;1146,39;1294;1195,91;1664,94;1077,85;1313,63;15465,86
Хандыга;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Ханты-Мансийск;2 008;44,36;78,09;82,11;75,46;73,08;83,2;69,8;78,15;98,51;97,45;74,1;92,8;947,11
Харута;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Хатанга;2 008;137,1;299,5;337,3;341,2;131;208,3;262,8;145,6;283,7;280;76,4;371,7;2874,6
Херпучи;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Хонуу(Мома);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Хорей-Вер;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Чара;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Чебоксары;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Чегдомын;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Челябинск(Баландино);2 008;137,12;201,09;233,42;215,46;198,18;203,72;239,85;254,21;233,58;257,95;206;206,22;2586,8
Череповец;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Черский;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Чижа;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Чита(Кадала);2 008;134,04;127,93;192,51;197,52;174,23;89,74;103,57;95,89;106,9;101,14;85,42;104,6;1513,49
Чокурдах;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Чумикан;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Шарыпово;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Шахтерск;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Шойна;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Шушенское;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Эгвекинот(Залив Креста);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Экимчан;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Элиста;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Эссо;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Южно-Курильск(Менделеево);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Южно-Сахалинск(Хомутово);2 008;824,9;1013,7;1042,1;1135;978,5;929;993,4;1260,6;1551;1524,5;1335,9;1249;13837,6
Якутск;2 008;571,2;858,2;802,8;990,9;908,9;1192,1;1145,5;990,6;1219,5;1459,6;1271,9;1475,9;12887,1
Якутск(Маган);2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Ямбург;2 008;5,37;4,3;4,6;5,33;5,32;6,98;5,76;7,08;5,48;3,25;5,09;7,78;66,34
Ярославль(Туношна);2 008;642;1484;1451,9;1645,4;894,6;454,8;776;324,4;633,7;1032,8;1411,7;1511,7;12263
Ярцево;2 008;***;***;***;***;***;***;***;***;***;***;***;***;***
Абакан;2 007;742,2;71,3;72,8;83,5;102,2;83,3;67,7;85,6;88,3;73,7;72,1;92,2;1634,9
Айхал;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Алдан;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Амдерма;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Анадырь;2 007;172;286;330;331;279;224;252;171;129;82;243;434;2933
Анапа(Витязево);2 007;16,09;20,17;22,65;19,19;55,05;150,88;112,22;101,82;55,68;31,86;37,48;49,47;672,56
Антипаюта;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Апатиты(Хибины);2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Архангельск(Васьково);2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Архангельск(Талаги);2 007;437,6;467,5;327,3;625,2;681,4;555,6;397,4;425,6;389,5;462,7;600,5;846,5;6216,8
Астрахань(Нариманово);2 007;20,31;31,23;26,89;36,54;34,53;34,47;32,93;44,15;55,98;47,61;39,57;47,58;451,79
Ачинск;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Аян;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Багдарин;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Байкит;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Барнаул(Имени Г.С.Титова);2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
